name,target_rva,reason
?d_00884e10@Rva00884E10Class@@QAEHPADI@Z,0x006C9930,"Superseded by ?GetLastLocalFile@CDownload@@UAEJPADH@Z: same 53B body identified via ZH Download.cpp (strncpy from m_LastLocalFile+0x384 plus maxlen-1 terminator with E_FAIL guard) sitting between landed CDownload::DownloadFile 0x6C9760 and ZH-shaped Abort 0x6C9971; opaque class retired."
?Blit_Char@FontCharsClass@@QAEXGPAGHHH@Z,0x001588A0,"Retracted misname: the 222B nibble twin carries an x-bias clamp (movsx word [rec+4] plus add plus jns plus xor) and an unconditional OR store, neither of which the BFME1 BFME-blit source has. True Blit_Char is the 215B body at 0x001587C0 (same TU, this commit): BFME1-verbatim PixelOverlap-conditional store, no x-bias, loadCharacterData callee, sole caller inside Build_Sentence_Not_Centered. The twin caller sits in unidentified 0x00158E90; identity open."
?getPlayerFromMask@PlayerList@@QAEPAVPlayer@@H@Z,0x002A7A6F,"Retracted: the TRUE getPlayerFromMask is the 56B zero-guard plus getNthPlayer loop with inlined 1-shift-plus-m-playerIndex-at-0x54 at 0x002A7B91 (bound 0x14), and the TRUE getEachPlayerFromMask is the 66B mask-ptr loop at 0x002A7BC9 (both banked as partials with stashes). The 49B twin here compares an unidentified Player field at +0x3AC; re-landed under opaque Rva002A7A6F with the same bytes."
?dup_0016cc30@@YAXXZ,0x0016CC30,Superseded by the reloc-proven _Construct<pair<const NameKeyType,FXList>> row at the same address (29B null-guarded 12B copy, caller is hashtable _M_new_node 0x16D670 in FXList.cpp); the ArmorTemplateSet alias was an ICF-fold guess with no call-site evidence.
?clear@Rva007F7860Block@@QAEXXZ,0x006633E0,"Duplicate-range over-claim retired: the 40B body at 0x006633E0 is byte-identical for both clear twins (same TU same source shape) so only one row may claim the address per the one-body-per-address rule. Kept ?clear@Rva007F6CF0Block@@QAEXXZ (sweep first pick); the twin def keeps its present-unmatched marker in V2FeslArrayBlocks.cpp."
?getLocalPlayerStartWaypointName@GameLogic@@QAEXPAVAsciiString@@@Z,0x0024822B,Over-claim yield: twin d0b80fc19 landed the same 77B first on origin as ?formatPlayerStartWaypointName@GameLogic@@QAEXPAVAsciiString@@@Z with the donor-backed startNewGame starting-camera identity; this same-shape variant duplicates the range.
?friend_newModuleData@W3DModelDrawModuleData@@SAPAVModuleData@@PAVINI@@@Z,0x000648D6,"Duplicate spelling left behind by 4dfb91ae8, which renamed the factory to the bare Draw-class convention (?friend_newModuleData@W3DModelDraw@@SAPAVModuleData@@PAVINI@@@Z) and added that row over the same 0x000648D6/83B range without retiring this one. W3DModelDrawModuleDataFriendNew.cpp only ever defines the W3DModelDraw spelling, so the full gate read this row as a claim on a symbol no object contains."
?Rva007472A9Get@@YAHXZ,0x007472A9,"Carved from the interior of Lua 4.0.1 _lua_equal 0x00747250 92B: place_bodies masked whole-.text search of the compiled vendored body is a single hit whose bytes include the branch to this address, so it is a jump target inside that function, not a separate function. The 'no branch sources' carve missed the intra-function jcc. Retired; the real body claims the range."
?Rva0074C9CBGet@@YAHXZ,0x0074C9CB,"Carved from the interior of Lua 4.0.1 _isLmark 0x0074C9B0 30B: place_bodies masked whole-.text search of the compiled vendored body is a single hit whose bytes include the branch to this address, so it is a jump target inside that function, not a separate function. The 'no branch sources' carve missed the intra-function jcc. Retired; the real body claims the range."
?Rva007542B3Get@@YAHXZ,0x007542B3,"Carved from the interior of Lua 4.0.1 _getunopr 0x007542A0 22B: place_bodies masked whole-.text search of the compiled vendored body is a single hit whose bytes include the branch to this address, so it is a jump target inside that function, not a separate function. The 'no branch sources' carve missed the intra-function jcc. Retired; the real body claims the range."
?Rva00751D52Get@@YAHXZ,0x00751D52,"Carved from the interior of Lua 4.0.1 _previous_instruction 0x00751D40 21B: place_bodies masked whole-.text search of the compiled vendored body is a single hit whose bytes include the branch to this address, so it is a jump target inside that function, not a separate function. The 'no branch sources' carve missed the intra-function jcc. Retired; the real body claims the range."
?rva00753947@@YAHXZ,0x00753947,"Carved from the interior of Lua 4.0.1 _optional 0x00753940 21B: place_bodies masked whole-.text search of the compiled vendored body is a single hit whose bytes include the branch to this address, so it is a jump target inside that function, not a separate function. The 'no branch sources' carve missed the intra-function jcc. Retired; the real body claims the range."
?Rva00753952Get@@YAHXZ,0x00753952,"Carved from the interior of Lua 4.0.1 _optional 0x00753940 21B: place_bodies masked whole-.text search of the compiled vendored body is a single hit whose bytes include the branch to this address, so it is the function's return-0 tail, not a separate function. Retired; the real body claims the range."
??R?$less@VAsciiString@@@_STL@@QBE_NABVAsciiString@@0@Z,0x00207150,"Misidentified: the body calls 0x00206BCF, the matched pair<AsciiString,AsciiString>::operator< (it calls the string operator< three times, first/second lexicographic), so this is the less<pair<AsciiString,AsciiString>> and not the AsciiString-keyed spelling carried over from ZH ThingTemplate.cpp. It had been failing the byte gate against the string operator< at 0x0005598C."
??$_M_find@VAsciiString@@@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VAudioEventRTS@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VAudioEventRTS@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VAudioEventRTS@@@_STL@@@3@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VAudioEventRTS@@@_STL@@@1@ABVAsciiString@@@Z,0x0032C07C,"Misidentified: the body calls 0x00206BCF, the matched pair<AsciiString,AsciiString>::operator< (it calls the string operator< three times, first/second lexicographic), so this is the pair<AsciiString,AsciiString>-keyed _Rb_tree::_M_find and not the AsciiString-keyed spelling carried over from ZH ThingTemplate.cpp. It had been failing the byte gate against the string operator< at 0x0005598C."
?friend_newModuleData@ChinookAIUpdate@@SAPAVModuleData@@PAVINI@@@Z,0x0024E800,"Misidentified masked placement: ModuleFactory registration at 0x00259B45 pairs this data factory with the module name GiveUpgradeUpdate; it news 0xE4 and constructs vtable 0x00C51280, while ChinookAIUpdateModuleData (0x180, vtable 0x00BF4028) is built by the row at 0x00251740. Re-landed as GiveUpgradeUpdateModuleData::friend_newModuleData."
??1Overridable@@MAE@XZ,0x000A9EE9,"Misidentified masked placement from the ZH-shaped Overridable header: this class (vtable 0x00BC940C) derives MemoryPoolObject (dtor resets vptr 0x00BC93C8) and releases a ref-counted pointer at +4 via 0x0061ED10. BFME2's Overridable is the 0x00BDDC48 class: its ctor at 0x001E35CA sets next=NULL/flag=0/+0xC=-1 as the BFME1 reference Overridable does (BFME2-new third word), five derived ctors install it, and its dtor is 0x001E3624. The two vtables made ??_7Overridable a DIR32 inconsistency."
??_GOverridable@@MAEPAXI@Z,0x000A9ECD,"Misidentified masked placement from the ZH-shaped Overridable header: this class (vtable 0x00BC940C) derives MemoryPoolObject (dtor resets vptr 0x00BC93C8) and releases a ref-counted pointer at +4 via 0x0061ED10. BFME2's Overridable is the 0x00BDDC48 class: its ctor at 0x001E35CA sets next=NULL/flag=0/+0xC=-1 as the BFME1 reference Overridable does (BFME2-new third word), five derived ctors install it, and its dtor is 0x001E3624. The two vtables made ??_7Overridable a DIR32 inconsistency."
??_G?$VectorClass@VVector3@@@@UAEPAXI@Z,0x001A3B90,"Over-claimed ICF alias: the folded deleting dtor at 0x001A3B90 installs vtable 0x00BD6C24, but VectorClass<Vector3>'s vtable is 0x00BCEFAC (installed by its matched ctor at 0x000F0D2F), whose slot 0 is not 0x001A3B90. The alias made its ??_7 a DIR32 inconsistency; the other four aliases at this address stay."
??_G?$VectorClass@PAVVertexMaterialClass@@@@UAEPAXI@Z,0x001A3B90,"Over-claimed ICF alias: the folded deleting dtor at 0x001A3B90 installs vtable 0x00BD6C24, but VectorClass<VertexMaterialClass*>'s vtable is 0x00BD4628 (installed by the matched MaterialCollectorClass dtor), whose slot 0 is dup_0016faa0, not 0x001A3B90. The alias made its ??_7 a DIR32 inconsistency; the other four aliases at this address stay."
?friend_newModuleData@BaikonurLaunchPower@@SAPAVModuleData@@PAVINI@@@Z,0x0024AA99,"Misnamed: ModuleFactory registers this data factory under ""CastleBehavior"" (addModule name pushed with it) and its parse proc's INI keys are CastleBehavior's. Re-landed as CastleBehaviorModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleData@SalvageCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,0x0024D068,"Misnamed: ModuleFactory registers this data factory under ""FlammableUpdate"" (addModule name pushed with it) and its parse proc's INI keys are FlammableUpdate's. Re-landed as FlammableUpdateModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleData@DozerAIUpdate@@SAPAVModuleData@@PAVINI@@@Z,0x0024DD21,"Misnamed: ModuleFactory registers this data factory under ""WeaponModeSpecialPowerUpdate"" (addModule name pushed with it) and its parse proc's INI keys are WeaponModeSpecialPowerUpdate's. Re-landed as WeaponModeSpecialPowerUpdateModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleData@StructureCollapseUpdate@@SAPAVModuleData@@PAVINI@@@Z,0x00257BE7,"Misnamed: ModuleFactory registers this data factory under ""StructureToppleUpdate"" (addModule name pushed with it) and its parse proc's INI keys are StructureToppleUpdate's. Re-landed as StructureToppleUpdateModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleData@PropagandaTowerBehavior@@SAPAVModuleData@@PAVINI@@@Z,0x0024F8A5,"Misnamed: ModuleFactory registers this data factory under ""DetachableRiderUpdate"" (addModule name pushed with it) and its parse proc's INI keys are DetachableRiderUpdate's. Re-landed as DetachableRiderUpdateModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleData@HealContain@@SAPAVModuleData@@PAVINI@@@Z,0x00250252,"Misnamed: ModuleFactory registers this data factory under ""WeaponSetUpgrade"" (addModule name pushed with it) and its parse proc's INI keys are WeaponSetUpgrade's. Re-landed as WeaponSetUpgradeModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleData@AnimationSteeringUpdate@@SAPAVModuleData@@PAVINI@@@Z,0x00251324,"Misnamed: ModuleFactory registers this data factory under ""CivilianSpawnCollide"" (addModule name pushed with it) and its parse proc's INI keys are CivilianSpawnCollide's. Re-landed as CivilianSpawnCollideModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleData@MobNexusContain@@SAPAVModuleData@@PAVINI@@@Z,0x002518CB,"Misnamed: ModuleFactory registers this data factory under ""InvisibilitySpecialPower"" (addModule name pushed with it) and its parse proc's INI keys are InvisibilitySpecialPower's. Re-landed as InvisibilitySpecialPowerModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleData@AutoHealBehavior@@SAPAVModuleData@@PAVINI@@@Z,0x00251B8A,"Misnamed: ModuleFactory registers this data factory under ""OCLSpecialPower"" (addModule name pushed with it) and its parse proc's INI keys are OCLSpecialPower's. Re-landed as OCLSpecialPowerModuleData::friend_newModuleData from a dedicated TU."
?friend_newModuleInstance@BridgeScaffoldBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0006492A,"Misnamed: ModuleFactory registers this instance factory under ""W3DLaserDraw"" (addModule pairs the name with it). Re-landed as W3DLaserDraw::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@LaserUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x000649EE,"Misnamed: ModuleFactory registers this instance factory under ""W3DRopeDraw"" (addModule pairs the name with it). Re-landed as W3DRopeDraw::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@AnimatedParticleSysBoneClientUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x00065139,"Misnamed: ModuleFactory registers this instance factory under ""W3DTornadoDraw"" (addModule pairs the name with it). Re-landed as W3DTornadoDraw::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@DumbProjectileBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024E73C,"Misnamed: ModuleFactory registers this instance factory under ""PhysicsBehavior"" (addModule pairs the name with it). Re-landed as PhysicsBehavior::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@GrantStealthBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024CD45,"Misnamed: ModuleFactory registers this instance factory under ""DeletionUpdate"" (addModule pairs the name with it). Re-landed as DeletionUpdate::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@RailroadBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024CE09,"Misnamed: ModuleFactory registers this instance factory under ""DynamicShroudClearingRangeUpdate"" (addModule pairs the name with it). Re-landed as DynamicShroudClearingRangeUpdate::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@MinefieldBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024F109,"Misnamed: ModuleFactory registers this instance factory under ""DelayedLuaEventUpdate"" (addModule pairs the name with it). Re-landed as DelayedLuaEventUpdate::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@PoisonedBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024D788,"Misnamed: ModuleFactory registers this instance factory under ""DamageFieldUpdate"" (addModule pairs the name with it). Re-landed as DamageFieldUpdate::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@NeutronMissileUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024E1FC,"Misnamed: ModuleFactory registers this instance factory under ""BattlePlanUpdate"" (addModule pairs the name with it). Re-landed as BattlePlanUpdate::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@RailedTransportDockUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024D5C6,"Misnamed: ModuleFactory registers this instance factory under ""ArrowStormUpdate"" (addModule pairs the name with it). Re-landed as ArrowStormUpdate::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@FireWeaponWhenDamagedBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024EDCF,"Misnamed: ModuleFactory registers this instance factory under ""RubbleRiseUpdate"" (addModule pairs the name with it). Re-landed as RubbleRiseUpdate::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@JetSlowDeathBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x0024C6B1,"Misnamed: ModuleFactory registers this instance factory under ""AttributeModifierPoolUpdate"" (addModule pairs the name with it). Re-landed as AttributeModifierPoolUpdate::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@MissileLauncherBuildingUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x002530E6,"Misnamed: ModuleFactory registers this instance factory under ""StoreObjectsSpecialPower"" (addModule pairs the name with it). Re-landed as StoreObjectsSpecialPower::friend_newModuleInstance from a dedicated TU."
?friend_newModuleInstance@ActiveShroudUpgrade@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,0x00250E13,"Misnamed: ModuleFactory registers this instance factory under ""EvacuateDamage"" (addModule pairs the name with it). Re-landed as EvacuateDamage::friend_newModuleInstance from a dedicated TU."
?friend_newModuleData@CreateObjectDieIfEldestKindofModuleData@@SAPAVModuleData@@PAVINI@@@Z,0x0024C8C1,"ModuleFactory registers 0x0024C8C1 under ""CreateObjectDie"" (row ?friend_newModuleData@CreateObjectDieModuleData@@ holds the same bytes); CreateObjectDieIfEldestKindof's registered data factory is 0x0024C94A. Duplicate claim retired."
??1FXListDie@@MAE@XZ,0x00485EC3,"Caught by the DIR32 consistency check: this body installs vtable 0x00C4AB54, which DamageFilteredCreateObjectDie's ctor 0x00485F87 installs (its only caller is the DamageFilteredCreateObjectDie instance stub 0x0024C99B), while the FXListDie instance stub 0x0024CAA8 calls ctor 0x004865DD with a different vtable set. The Zero Hour FXListDie source only matched by shape; retired rather than renamed."
??_GFXListDie@@MAEPAXI@Z,0x00485FC7,"Retired with ??1FXListDie at 0x00485EC3: this deleting dtor is slot 0 of vtable 0x00C4AB54, which DamageFilteredCreateObjectDie's ctor 0x00485F87 installs; the FXListDie instance stub 0x0024CAA8 calls ctor 0x004865DD with a different vtable set."
??_G?$VectorClass@PAVTextureClass@@@@UAEPAXI@Z,0x001A3B90,Vtable-masked alias disproved by the matched mesh load context: ctor18B5F0 constructs its raw texture vector at+F4 and Peek_Texture1886F0 reads its array at+F8. Context cleanup18B180 installs base vtableBD5B48 whose slot0 is189620. The old1A3B90 body installs BD6C24 and belongs to a different vector specialization; other existing claims retain that range. Repointed the TextureClass pointer wrapper to its exact71-byte body189620 ending ret4 at189664.
??$__destroy_aux@U?$_Deque_iterator@UBfmePod132@@U?$_Nonconst_traits@UBfmePod132@@@_STL@@@_STL@@@_STL@@YAXU?$_Deque_iterator@UBfmePod132@@U?$_Nonconst_traits@UBfmePod132@@@_STL@@@0@0ABU__false_type@0@@Z,0x00421E96,Unsupported 132-byte deque identity: target iterator42187F increments4 bytes and has128-byte blocks; source element is132 bytes. Cleanup or indexing reaches that iterator through421E96 or422767; no independently established replacement element identity. Allocator28C5AD remains valid.
??$__destroy@U?$_Deque_iterator@UBfmePod132@@U?$_Nonconst_traits@UBfmePod132@@@_STL@@@_STL@@UBfmePod132@@@_STL@@YAXU?$_Deque_iterator@UBfmePod132@@U?$_Nonconst_traits@UBfmePod132@@@_STL@@@0@0PAUBfmePod132@@@Z,0x0042213E,Unsupported 132-byte deque identity: target iterator42187F increments4 bytes and has128-byte blocks; source element is132 bytes. Cleanup or indexing reaches that iterator through421E96 or422767; no independently established replacement element identity. Allocator28C5AD remains valid.
??$_Destroy@U?$_Deque_iterator@UBfmePod132@@U?$_Nonconst_traits@UBfmePod132@@@_STL@@@_STL@@@_STL@@YAXU?$_Deque_iterator@UBfmePod132@@U?$_Nonconst_traits@UBfmePod132@@@_STL@@@0@0@Z,0x004227FC,Unsupported 132-byte deque identity: target iterator42187F increments4 bytes and has128-byte blocks; source element is132 bytes. Cleanup or indexing reaches that iterator through421E96 or422767; no independently established replacement element identity. Allocator28C5AD remains valid.
??1?$deque@UBfmePod132@@V?$allocator@UBfmePod132@@@_STL@@@_STL@@QAE@XZ,0x00422D48,Unsupported 132-byte deque identity: target iterator42187F increments4 bytes and has128-byte blocks; source element is132 bytes. Cleanup or indexing reaches that iterator through421E96 or422767; no independently established replacement element identity. Allocator28C5AD remains valid.
??A?$_Deque_iterator@UBfmePod132@@U?$_Nonconst_traits@UBfmePod132@@@_STL@@@_STL@@QBEAAUBfmePod132@@H@Z,0x00422D82,Unsupported 132-byte deque identity: target iterator42187F increments4 bytes and has128-byte blocks; source element is132 bytes. Cleanup or indexing reaches that iterator through421E96 or422767; no independently established replacement element identity. Allocator28C5AD remains valid.
?erase@?$deque@UBfmePod132@@V?$allocator@UBfmePod132@@@_STL@@@_STL@@QAE?AU?$_Deque_iterator@UBfmePod132@@U?$_Nonconst_traits@UBfmePod132@@@_STL@@@2@U32@@Z,0x00057A35,Unsupported 132-byte deque identity: target iterator42187F increments4 bytes and has128-byte blocks; source element is132 bytes. Erase also reaches owning-reference assignment239099 and release50ED3 through its copy chain; pinned outer-body equality did not establish element semantics.
??1?$deque@UBfmePod184@@V?$allocator@UBfmePod184@@@_STL@@@_STL@@QAE@XZ,0x0054B41C,Reattributed to a neutral eight-byte deque cleanup view: target54B41C calls54AD1F ->54A88B ->54A461 ->549E19; increment is8 bytes and node span128 bytes. Former184-byte element identity was contradicted.
??H?$_Deque_iterator@UBfmeE16@@U?$_Const_traits@UBfmeE16@@@_STL@@@_STL@@QBE?AU01@H@Z,0x00422007,Target iterator chain uses40-byte stride and3-element blocks at4217AD/4217DD; former16/156-byte identity contradicted.
??A?$_Deque_iterator@UBfmePod156@@U?$_Nonconst_traits@UBfmePod156@@@_STL@@@_STL@@QBEAAUBfmePod156@@H@Z,0x0042274F,Target iterator chain uses40-byte stride and3-element blocks at4217AD/4217DD; former16/156-byte identity contradicted.
??$__destroy_aux@U?$_Deque_iterator@UBfmePod156@@U?$_Nonconst_traits@UBfmePod156@@@_STL@@@_STL@@@_STL@@YAXU?$_Deque_iterator@UBfmePod156@@U?$_Nonconst_traits@UBfmePod156@@@_STL@@@0@0ABU__false_type@0@@Z,0x00550C69,Target destruction reaches5508A5 which advances0x864 bytes; 156-byte identity contradicted.
??$__destroy@U?$_Deque_iterator@UBfmePod156@@U?$_Nonconst_traits@UBfmePod156@@@_STL@@@_STL@@UBfmePod156@@@_STL@@YAXU?$_Deque_iterator@UBfmePod156@@U?$_Nonconst_traits@UBfmePod156@@@_STL@@@0@0PAUBfmePod156@@@Z,0x00550ED4,Target destruction reaches5508A5 which advances0x864 bytes; 156-byte identity contradicted.
??$_Destroy@U?$_Deque_iterator@UBfmePod156@@U?$_Nonconst_traits@UBfmePod156@@@_STL@@@_STL@@@_STL@@YAXU?$_Deque_iterator@UBfmePod156@@U?$_Nonconst_traits@UBfmePod156@@@_STL@@@0@0@Z,0x005512AE,Target destruction reaches5508A5 which advances0x864 bytes; 156-byte identity contradicted.
??1?$deque@UBfmePod156@@V?$allocator@UBfmePod156@@@_STL@@@_STL@@QAE@XZ,0x00551868,Target destruction reaches5508A5 which advances0x864 bytes; 156-byte identity contradicted.
??0?$deque@UBfmePod156@@V?$allocator@UBfmePod156@@@_STL@@@_STL@@QAE@ABV01@@Z,0x00423675,Target iterator chain uses40-byte stride and3-element blocks at4217AD/4217DD; former16/156-byte identity contradicted. Element construction42301D->422825 still needs qualification before replacement.
?push_back@?$vector@UBfmePod476@@V?$allocator@UBfmePod476@@@_STL@@@_STL@@QAEXABUBfmePod476@@@Z,0x001FEF7F,Retracted POD copy assumption for 476-byte elements. Target construction invokes a structured copy constructor and cleanup performs virtual destruction; size-only POD calls did not preserve object semantics.
??$__uninitialized_fill_n@PAUBfmePod476@@IU1@@_STL@@YAPAUBfmePod476@@PAU1@IABU1@ABU__false_type@0@@Z,0x001FEB2D,Retracted POD copy assumption for 476-byte elements. Target construction invokes a structured copy constructor and cleanup performs virtual destruction; size-only POD calls did not preserve object semantics.
??$__uninitialized_copy@PBUBfmePod476@@PAU1@@_STL@@YAPAUBfmePod476@@PBU1@0PAU1@ABU__false_type@0@@Z,0x001FEAFE,Retracted POD copy assumption for 476-byte elements. Target construction invokes a structured copy constructor and cleanup performs virtual destruction; size-only POD calls did not preserve object semantics.
?push_back@?$vector@UBfmePod544@@V?$allocator@UBfmePod544@@@_STL@@@_STL@@QAEXABUBfmePod544@@@Z,0x004CB00D,Retracted POD copy assumption for 544-byte elements. Target construction invokes a structured copy constructor and cleanup performs nonvirtual member destruction; size-only POD calls did not preserve object semantics.
??$__uninitialized_fill_n@PAUBfmePod544@@IU1@@_STL@@YAPAUBfmePod544@@PAU1@IABU1@ABU__false_type@0@@Z,0x004CAE2D,Retracted POD copy assumption for 544-byte elements. Target construction invokes a structured copy constructor and cleanup performs nonvirtual member destruction; size-only POD calls did not preserve object semantics.
??$__uninitialized_copy@PBUBfmePod544@@PAU1@@_STL@@YAPAUBfmePod544@@PBU1@0PAU1@ABU__false_type@0@@Z,0x004CADFE,Retracted POD copy assumption for 544-byte elements. Target construction invokes a structured copy constructor and cleanup performs nonvirtual member destruction; size-only POD calls did not preserve object semantics.
??4?$vector@UBfmePod872@@V?$allocator@UBfmePod872@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,0x002CFF66,Retracted POD construction assumption. Target Construct2CF8A9 invokes structured copy2CF380; its fixed-storage member calls and selective tail-field copies differ from a raw 872-byte copy. Allocation and trivial assignment remain valid.
?push_back@?$vector@UBfmePod872@@V?$allocator@UBfmePod872@@@_STL@@@_STL@@QAEXABUBfmePod872@@@Z,0x0033CFC6,Retracted POD construction assumption. Target Construct2CF8A9 invokes structured copy2CF380; its fixed-storage member calls and selective tail-field copies differ from a raw 872-byte copy. Allocation and trivial assignment remain valid.
??$__uninitialized_fill_n@PAUBfmePod872@@IU1@@_STL@@YAPAUBfmePod872@@PAU1@IABU1@ABU__false_type@0@@Z,0x0033AEDB,Retracted POD construction assumption. Target Construct2CF8A9 invokes structured copy2CF380; its fixed-storage member calls and selective tail-field copies differ from a raw 872-byte copy. Allocation and trivial assignment remain valid.
?_M_insert_overflow@?$vector@UBfmePod872@@V?$allocator@UBfmePod872@@@_STL@@@_STL@@IAEXPAUBfmePod872@@ABU3@ABU__false_type@2@I_N@Z,0x0033CACB,Retracted POD construction assumption. Target Construct2CF8A9 invokes structured copy2CF380; its fixed-storage member calls and selective tail-field copies differ from a raw 872-byte copy. Allocation and trivial assignment remain valid.
??$__uninitialized_copy@PBUBfmePod872@@PAU1@@_STL@@YAPAUBfmePod872@@PBU1@0PAU1@ABU__false_type@0@@Z,0x0033AEAC,Retracted POD construction assumption. Target Construct2CF8A9 invokes structured copy2CF380; its fixed-storage member calls and selective tail-field copies differ from a raw 872-byte copy. Allocation and trivial assignment remain valid.
??$_M_allocate_and_copy@PBUBfmePod872@@@?$vector@UBfmePod872@@V?$allocator@UBfmePod872@@@_STL@@@_STL@@IAEPAUBfmePod872@@IPBU2@0@Z,0x002CFBC7,Retracted POD construction assumption. Target Construct2CF8A9 invokes structured copy2CF380; its fixed-storage member calls and selective tail-field copies differ from a raw 872-byte copy. Allocation and trivial assignment remain valid.
?push_back@?$deque@UBfmePod492@@V?$allocator@UBfmePod492@@@_STL@@@_STL@@QAEXABUBfmePod492@@@Z,0x0038D2A3,Retracted POD element-copy assumption. Target push helpers construct and destroy owned string/array members through nontrivial lifetime calls. Size-only allocation and iterator/map-storage operations remain independently valid.
?push_back@?$deque@UBfmePod840@@V?$allocator@UBfmePod840@@@_STL@@@_STL@@QAEXABUBfmePod840@@@Z,0x0038D2D5,Retracted POD element-copy assumption. Target push helpers construct and destroy owned string/array members through nontrivial lifetime calls. Size-only allocation and iterator/map-storage operations remain independently valid.
?_M_insert_overflow@?$vector@UBfmePod156@@V?$allocator@UBfmePod156@@@_STL@@@_STL@@IAEXPAUBfmePod156@@ABU3@ABU__false_type@2@I_N@Z,0x00336101,Retracted flat POD construction assumption. Target Construct333283 invokes copy332E9D: one leading DWORD and two 76-byte member-copy calls45455. The valid156-byte allocator remains claimed.
??$__uninitialized_copy@PAUBfmePod156@@PAU1@@_STL@@YAPAUBfmePod156@@PAU1@00ABU__false_type@0@@Z,0x003332A7,Retracted flat POD construction assumption. Target Construct333283 invokes copy332E9D: one leading DWORD and two 76-byte member-copy calls45455. The valid156-byte allocator remains claimed.
??$__uninitialized_fill_n@PAUBfmePod156@@IU1@@_STL@@YAPAUBfmePod156@@PAU1@IABU1@ABU__false_type@0@@Z,0x003332D6,Retracted flat POD construction assumption. Target Construct333283 invokes copy332E9D: one leading DWORD and two 76-byte member-copy calls45455. The valid156-byte allocator remains claimed.
?push_back@?$vector@UBfmePod260@@V?$allocator@UBfmePod260@@@_STL@@@_STL@@QAEXABUBfmePod260@@@Z,0x00542AEA,Retracted flat POD construction assumption. Construct2CF8E8 calls copy2CF495 which copies a leading DWORD and two128-byte members through4548B. Full helper graph and260-byte stride verified; valid size-only allocation and plain assignment retained.
??$__uninitialized_fill_n@PAUBfmePod260@@IU1@@_STL@@YAPAUBfmePod260@@PAU1@IABU1@ABU__false_type@0@@Z,0x005429FD,Retracted flat POD construction assumption. Construct2CF8E8 calls copy2CF495 which copies a leading DWORD and two128-byte members through4548B. Full helper graph and260-byte stride verified; valid size-only allocation and plain assignment retained.
??4?$vector@UBfmePod260@@V?$allocator@UBfmePod260@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,0x002D004E,Retracted flat POD construction assumption. Construct2CF8E8 calls copy2CF495 which copies a leading DWORD and two128-byte members through4548B. Full helper graph and260-byte stride verified; valid size-only allocation and plain assignment retained.
